Probeset	Label	NCBIGeneID	GeneSymbol
ENSG00000010319	SEMA3G	56920	SEMA3G
ENSG00000010322	NISCH	11188	NISCH
ENSG00000010327	STAB1	23166	STAB1
ENSG00000163939	PBRM1	55193	PBRM1
ENSG00000163938	GNL3	26354	GNL3
ENSG00000016864	GLT8D1	55830	GLT8D1
ENSG00000114902	SPCS1	28972	SPCS1
ENSG00000114904	NEK4	6787	NEK4
ENSG00000163935	SFMBT1	51460	SFMBT1
ENSG00000163933	RFT1	91869	RFT1
ENSG00000163932	PRKCD	5580	PRKCD
ENSG00000163931	TKT	7086	TKT
ENSG00000272886	DCP1A	55802	DCP1A
ENSG00000157388	CACNA1D	776	CACNA1D
ENSG00000016391	CHDH	55349	CHDH
ENSG00000113812	ACTR8	93973	ACTR8
ENSG00000113811	SELK	58515	SELK
ENSG00000265992	ESRG	790952	ESRG
ENSG00000114251	WNT5A	7474	WNT5A
ENSG00000200379	RN7SKP45		RN7SKP45
ENSG00000180376	CCDC66	285331	CCDC66
ENSG00000163946	FAM208A	23272	FAM208A
ENSG00000163947	ARHGEF3	50650	ARHGEF3
ENSG00000157500	APPL1	26060	APPL1
ENSG00000239388	ASB14	142686	ASB14
ENSG00000174840	PDE12	201626	PDE12
ENSG00000168374	ARF4	378	ARF4
ENSG00000174839	DENND6A	201627	DENND6A
ENSG00000163681	SLMAP	7871	SLMAP
ENSG00000136068	FLNB	2317	FLNB
ENSG00000163687	DNASE1L3	1776	DNASE1L3
ENSG00000163686	ABHD6	57406	ABHD6
ENSG00000163684	RPP14	11102	RPP14
ENSG00000168297	PXK	54899	PXK
ENSG00000168291	PDHB	5162	PDHB
ENSG00000168301	KCTD6	200845	KCTD6
ENSG00000168306	ACOX2	8309	ACOX2
ENSG00000168309	FAM107A	11170	FAM107A
ENSG00000198643	FAM3D	131177	FAM3D
ENSG00000189283	FHIT	2272	FHIT
ENSG00000144724	PTPRG	5793	PTPRG
ENSG00000241472	PTPRG-AS1	100506994	PTPRG-AS1
ENSG00000163618	CADPS	8618	CADPS
ENSG00000163634	THOC7	80145	THOC7
ENSG00000240549	THOC7-AS1	100874039	THOC7-AS1
ENSG00000163635	ATXN7	6314	ATXN7
ENSG00000239653	PSMD6-AS2	100507062	PSMD6-AS2
ENSG00000163636	PSMD6	9861	PSMD6
ENSG00000163637	PRICKLE2	166336	PRICKLE2
ENSG00000163638	ADAMTS9	56999	ADAMTS9
ENSG00000241158	ADAMTS9-AS1	101929335	ADAMTS9-AS1
ENSG00000241684	ADAMTS9-AS2	100507098	ADAMTS9-AS2
ENSG00000151276	MAGI1	9223	MAGI1
ENSG00000272610	MAGI1-IT1	151877	MAGI1-IT1
ENSG00000202071	Y_RNA		Y_RNA
ENSG00000203647	RP11-320P11.1		RP11-320P11.1
ENSG00000144741	SLC25A26	115286	SLC25A26
ENSG00000144749	LRIG1	26018	LRIG1
ENSG00000172340	SUCLG2	8801	SUCLG2
ENSG00000266400	AC113171.1		AC113171.1
ENSG00000241506	PSMC1P1	151645	PSMC1P1
ENSG00000163378	EOGT	285203	EOGT
ENSG00000244513	CTD-2013N24.2		CTD-2013N24.2
ENSG00000144747	TMF1	7110	TMF1
ENSG00000144744	UBA3	9039	UBA3
ENSG00000144746	ARL6IP5	10550	ARL6IP5
ENSG00000114541	FRMD4B	23150	FRMD4B
ENSG00000187098	MITF	4286	MITF
ENSG00000114861	FOXP1	27086	FOXP1
ENSG00000277539	RP11-298C2.1		RP11-298C2.1
ENSG00000244203	FOXP1-AS1	104502416	FOXP1-AS1
ENSG00000163412	EIF4E3	317649	EIF4E3
ENSG00000260670	RP11-447M4.1		RP11-447M4.1
ENSG00000163602	RYBP	23429	RYBP
ENSG00000144736	SHQ1	55164	SHQ1
ENSG00000276890	Metazoa_SRP		Metazoa_SRP
ENSG00000163605	PPP4R2	151987	PPP4R2
ENSG00000255423	EBLN2	55096	EBLN2
ENSG00000121440	PDZRN3	23024	PDZRN3
ENSG00000213300	HNRNPA3P6	653115	HNRNPA3P6
ENSG00000272690	RP11-803B1.8		RP11-803B1.8
ENSG00000227124	ZNF717	100131827	ZNF717
ENSG00000265592	RN7SL92P		RN7SL92P
ENSG00000169855	ROBO1	6091	ROBO1
ENSG00000240964	RN7SL751P		RN7SL751P
ENSG00000216116	AC117479.1		AC117479.1
ENSG00000114480	GBE1	2632	GBE1
ENSG00000239440	RP11-260O18.1		RP11-260O18.1
ENSG00000206538	VGLL3	389136	VGLL3
ENSG00000281392	LINC00506	100846978	LINC00506
ENSG00000083937	CHMP2B	25978	CHMP2B
ENSG00000163320	CGGBP1	8545	CGGBP1
ENSG00000241535	CBX5P1	100151661	CBX5P1
ENSG00000179021	C3orf38	285237	C3orf38
ENSG00000184500	PROS1	5627	PROS1
ENSG00000169379	ARL13B	200894	ARL13B
ENSG00000178700	DHFRL1	200895	DHFRL1
ENSG00000178694	NSUN3	63899	NSUN3
ENSG00000244681	MTHFD2P1	100287639	MTHFD2P1
ENSG00000269028	MTRNR2L12	100463498	MTRNR2L12
ENSG00000080200	CRYBG3	131544	CRYBG3
ENSG00000170854	MINA	84864	MINA
ENSG00000080822	CLDND1	56650	CLDND1
ENSG00000080819	CPOX	1371	CPOX
ENSG00000064225	ST3GAL6	10402	ST3GAL6
ENSG00000057019	DCBLD2	131566	DCBLD2
ENSG00000144810	COL8A1	1295	COL8A1
ENSG00000184220	CMSS1	84319	CMSS1
ENSG00000168386	FILIP1L	11259	FILIP1L
ENSG00000036054	TBC1D23	55773	TBC1D23
ENSG00000114021	NIT2	56954	NIT2
ENSG00000154174	TOMM70A	9868	TOMM70A
ENSG00000181458	TMEM45A	55076	TMEM45A
ENSG00000144820	ADGRG7	84873	ADGRG7
ENSG00000114354	TFG	10342	TFG
ENSG00000154175	ABI3BP	25890	ABI3BP
ENSG00000138468	SENP7	57337	SENP7
ENSG00000081154	PCNP	57092	PCNP
ENSG00000066422	ZBTB11	27107	ZBTB11
ENSG00000114391	RPL24	6152	RPL24
ENSG00000182504	CEP97	79598	CEP97
ENSG00000144815	NXPE3	91775	NXPE3
ENSG00000144802	NFKBIZ	64332	NFKBIZ
ENSG00000170017	ALCAM	214	ALCAM
ENSG00000114423	CBLB	868	CBLB
ENSG00000114439	BBX	56987	BBX
ENSG00000196776	CD47	961	CD47
ENSG00000114446	IFT57	55081	IFT57
ENSG00000114455	HHLA2	11148	HHLA2
ENSG00000243188	HNRNPA1P17	100421376	HNRNPA1P17
ENSG00000198919	DZIP3	9666	DZIP3
ENSG00000241224	FLJ22763	401081	FLJ22763
ENSG00000261364	RP11-59E19.4		RP11-59E19.4
ENSG00000277635	Metazoa_SRP		Metazoa_SRP
ENSG00000121570	DPPA4	55211	DPPA4
ENSG00000228980	LINC01205	401082	LINC01205
ENSG00000177707	PVRL3	25945	PVRL3
ENSG00000153283	CD96	10225	CD96
ENSG00000144824	PHLDB2	90102	PHLDB2
ENSG00000114529	C3orf52	79669	C3orf52
ENSG00000174500	GCSAM	257144	GCSAM
ENSG00000091972	CD200	4345	CD200
ENSG00000243081	RP11-231E6.1		RP11-231E6.1
ENSG00000186265	BTLA	151888	BTLA
ENSG00000144848	ATG3	64422	ATG3
ENSG00000138459	SLC35A5	55032	SLC35A5
ENSG00000091986	CCDC80	151887	CCDC80
ENSG00000163608	C3orf17	25871	C3orf17
ENSG00000240057	RP11-572M11.4		RP11-572M11.4
ENSG00000144857	BOC	91653	BOC
ENSG00000206530	CFAP44	55779	CFAP44
ENSG00000163611	SPICE1	152185	SPICE1
ENSG00000072858	SIDT1	54847	SIDT1
ENSG00000241529	RN7SL767P		RN7SL767P
ENSG00000176542	USF3		USF3
ENSG00000121579	NAA50	80218	NAA50
ENSG00000114573	ATP6V1A	523	ATP6V1A
ENSG00000178075	GRAMD1C	54762	GRAMD1C
ENSG00000184307	ZDHHC23	254887	ZDHHC23
ENSG00000163617	CCDC191		CCDC191
ENSG00000151576	QTRTD1	79691	QTRTD1
ENSG00000181847	TIGIT	201633	TIGIT
ENSG00000259976	RP11-553L6.5		RP11-553L6.5
ENSG00000181722	ZBTB20	26137	ZBTB20
ENSG00000242290	RP11-197K3.1		RP11-197K3.1
ENSG00000242767	ZBTB20-AS4	100874131	ZBTB20-AS4
ENSG00000279380	AC069063.2		AC069063.2
ENSG00000185565	LSAMP	4045	LSAMP
ENSG00000243014	PTMAP8	728873	PTMAP8
ENSG00000121578	B4GALT4	8702	B4GALT4
ENSG00000031081	ARHGAP31	57514	ARHGAP31
ENSG00000176142	TMEM39A	55254	TMEM39A
ENSG00000163389	POGLUT1	56983	POGLUT1
ENSG00000113845	TIMMDC1	51300	TIMMDC1
ENSG00000121577	POPDC2	64091	POPDC2
ENSG00000138495	COX17	10063	COX17
ENSG00000144852	NR1I2	8856	NR1I2
ENSG00000082701	GSK3B	2932	GSK3B
ENSG00000163428	LRRC58	116064	LRRC58
ENSG00000163430	FSTL1	11167	FSTL1
ENSG00000065518	NDUFB4	4710	NDUFB4
ENSG00000113924	HGD	3081	HGD
ENSG00000144840	RABL3	285282	RABL3
ENSG00000153767	GTF2E1	2960	GTF2E1
ENSG00000051341	POLQ	10721	POLQ
ENSG00000180353	HCLS1	3059	HCLS1
ENSG00000222057	RNU4-62P		RNU4-62P
ENSG00000173230	GOLGB1	2804	GOLGB1
ENSG00000173226	IQCB1	9657	IQCB1
ENSG00000160124	CCDC58	131076	CCDC58
ENSG00000114023	FAM162A	26355	FAM162A
ENSG00000272758	RP11-299J3.8		RP11-299J3.8
ENSG00000114030	KPNA1	3836	KPNA1
ENSG00000138496	PARP9	83666	PARP9
ENSG00000163840	DTX3L	151636	DTX3L
ENSG00000173200	PARP15	165631	PARP15
ENSG00000173193	PARP14	54625	PARP14
ENSG00000169087	HSPBAP1	79663	HSPBAP1
ENSG00000138463	DIRC2	84925	DIRC2
ENSG00000273033	RP11-67L2.2		RP11-67L2.2
ENSG00000065485	PDIA5	10954	PDIA5
ENSG00000121542	SEC22A	26984	SEC22A
ENSG00000173175	ADCY5	111	ADCY5
ENSG00000272678	RP11-797D24.4		RP11-797D24.4
ENSG00000206527	HACD2	201562	HACD2
ENSG00000065534	MYLK	4638	MYLK
ENSG00000175455	CCDC14	64770	CCDC14
ENSG00000160145	KALRN	8997	KALRN
ENSG00000114491	UMPS	7372	UMPS
ENSG00000082781	ITGB5	3693	ITGB5
ENSG00000173702	MUC13	56667	MUC13
ENSG00000173706	HEG1	57493	HEG1
ENSG00000221955	SLC12A8	84561	SLC12A8
ENSG00000163848	ZNF148	7707	ZNF148
ENSG00000114520	SNX4	8723	SNX4
ENSG00000144909	OSBPL11	114885	OSBPL11
ENSG00000241288	RP11-379B18.5		RP11-379B18.5
ENSG00000114544	SLC41A3	54946	SLC41A3
ENSG00000070476	ZXDC	79364	ZXDC
ENSG00000244215	RP11-88I21.2		RP11-88I21.2
ENSG00000074416	MGLL	11343	MGLL
ENSG00000058262	SEC61A1	29927	SEC61A1
ENSG00000175792	RUVBL1	8607	RUVBL1
ENSG00000163902	RPN1	6184	RPN1
ENSG00000277250	Metazoa_SRP		Metazoa_SRP
ENSG00000075785	RAB7A	7879	RAB7A
ENSG00000177646	ACAD9	28976	ACAD9
ENSG00000114656	KIAA1257	57501	KIAA1257
ENSG00000240682	ISY1	57461	ISY1
ENSG00000169714	CNBP	7555	CNBP
ENSG00000181789	COPG1	22820	COPG1
ENSG00000183624	HMCES	56941	HMCES
ENSG00000251474	RPL32P3	132241	RPL32P3
ENSG00000172771	EFCAB12	90288	EFCAB12
ENSG00000129071	MBD4	8930	MBD4
ENSG00000163913	IFT122	55764	IFT122
ENSG00000004399	PLXND1	23129	PLXND1
ENSG00000239437	RN7SL752P		RN7SL752P
ENSG00000172765	TMCC1	23023	TMCC1
ENSG00000271270	TMCC1-AS1	100507032	TMCC1-AS1
ENSG00000251287	ALG1L2	644974	ALG1L2
ENSG00000249846	RP11-77P16.4		RP11-77P16.4
ENSG00000196455	PIK3R4	30849	PIK3R4
ENSG00000017260	ATP2C1	27032	ATP2C1
ENSG00000034533	ASTE1	28990	ASTE1
ENSG00000250608	RP11-933H2.4		RP11-933H2.4
ENSG00000198585	NUDT16	131870	NUDT16
ENSG00000114686	MRPL3	11222	MRPL3
ENSG00000138246	DNAJC13	23317	DNAJC13
ENSG00000240303	ACAD11	84129	ACAD11
ENSG00000129048	ACKR4	51554	ACKR4
ENSG00000081307	UBA5	79876	UBA5
ENSG00000113971	NPHP3	27031	NPHP3
ENSG00000091527	CDV3	55573	CDV3
ENSG00000163781	TOPBP1	11073	TOPBP1
ENSG00000144867	SRPRB	58477	SRPRB
ENSG00000174640	SLCO2A1	6578	SLCO2A1
ENSG00000163785	RYK	6259	RYK
ENSG00000114019	AMOTL2	51421	AMOTL2
ENSG00000129055	ANAPC13	25847	ANAPC13
ENSG00000182923	CEP63	80254	CEP63
ENSG00000073711	PPP2R3A	5523	PPP2R3A
ENSG00000174579	MSL2	55167	MSL2
ENSG00000114054	PCCB	5096	PCCB
ENSG00000118007	STAG1	10274	STAG1
ENSG00000240695	RP11-102M11.1		RP11-102M11.1
ENSG00000158092	NCK1	4690	NCK1
ENSG00000158163	DZIP1L	199221	DZIP1L
ENSG00000138231	DBR1	51163	DBR1
ENSG00000114098	ARMC8	25852	ARMC8
ENSG00000181322	NME9	347736	NME9
ENSG00000158186	MRAS	22808	MRAS
ENSG00000280399	RP11-80P20.3		RP11-80P20.3
ENSG00000114107	CEP70	80321	CEP70
ENSG00000051382	PIK3CB	5291	PIK3CB
ENSG00000241429	EEF1A1P25	646612	EEF1A1P25
ENSG00000206262	FOXL2NB	401089	FOXL2NB
ENSG00000175110	MRPS22	56945	MRPS22
ENSG00000184432	COPB2	9276	COPB2
ENSG00000248932	RP11-319G6.1		RP11-319G6.1
ENSG00000114113	RBP2	5948	RBP2
ENSG00000248790	RP11-319G6.3		RP11-319G6.3
ENSG00000114115	RBP1	5947	RBP1
ENSG00000244692	RN7SL724P		RN7SL724P
ENSG00000216184	AC048346.1		AC048346.1
ENSG00000114120	SLC25A36	55186	SLC25A36
ENSG00000155893	PXYLP1	92370	PXYLP1
ENSG00000177311	ZBTB38	253461	ZBTB38
ENSG00000155903	RASA2	5922	RASA2
ENSG00000114125	RNF7	9616	RNF7
ENSG00000069849	ATP1B3	483	ATP1B3
ENSG00000279147	RP11-271K21.12		RP11-271K21.12
ENSG00000114126	TFDP2	7029	TFDP2
ENSG00000175066	GK5	256356	GK5
ENSG00000114127	XRN1	54464	XRN1
ENSG00000175054	ATR	545	ATR
ENSG00000244327	RP11-383G6.3		RP11-383G6.3
ENSG00000120756	PLS1	5357	PLS1
ENSG00000199319	RN7SKP25		RN7SKP25
ENSG00000144935	TRPC1	7220	TRPC1
ENSG00000241570	PAQR9-AS1	101927832	PAQR9-AS1
ENSG00000163714	U2SURP	23350	U2SURP
ENSG00000181804	SLC9A9	285195	SLC9A9
ENSG00000181744	C3orf58	205428	C3orf58
ENSG00000152952	PLOD2	5352	PLOD2
ENSG00000114698	PLSCR4	57088	PLSCR4
ENSG00000279320	RP11-329N15.3		RP11-329N15.3
ENSG00000188313	PLSCR1	5359	PLSCR1
ENSG00000240521	RP11-680B3.2		RP11-680B3.2
ENSG00000163751	CPA3	1359	CPA3
ENSG00000163754	GYG1	2992	GYG1
ENSG00000071794	HLTF	6596	HLTF
ENSG00000201031	Y_RNA		Y_RNA
ENSG00000163755	HPS3	84343	HPS3
ENSG00000047457	CP	1356	CP
ENSG00000169908	TM4SF1	4071	TM4SF1
ENSG00000169903	TM4SF4	7104	TM4SF4
ENSG00000018408	WWTR1	25937	WWTR1
ENSG00000241985	WWTR1-IT1		WWTR1-IT1
ENSG00000114744	COMMD2	51122	COMMD2
ENSG00000206199	ANKUB1	389161	ANKUB1
ENSG00000082996	RNF13	11342	RNF13
ENSG00000070087	PFN2	5217	PFN2
ENSG00000243321	RP11-167H9.3		RP11-167H9.3
ENSG00000196428	TSC22D2	9819	TSC22D2
ENSG00000120742	SERP1	27230	SERP1
ENSG00000144895	EIF2A	83939	EIF2A
ENSG00000198843	SELT	51714	SELT
ENSG00000181788	SIAH2	6478	SIAH2
ENSG00000174944	P2RY14	9934	P2RY14
ENSG00000181631	P2RY13	53829	P2RY13
ENSG00000240602	AADACP1	201651	AADACP1
ENSG00000114771	AADAC	13	AADAC
ENSG00000152601	MBNL1	4154	MBNL1
ENSG00000229619	MBNL1-AS1	401093	MBNL1-AS1
ENSG00000221962	TMEM14EP		TMEM14EP
ENSG00000169860	P2RY1	5028	P2RY1
ENSG00000181467	RAP2B	5912	RAP2B
ENSG00000265813	RN7SL300P		RN7SL300P
ENSG00000243069	ARHGEF26-AS1	100507524	ARHGEF26-AS1
ENSG00000114790	ARHGEF26	26084	ARHGEF26
ENSG00000174953	DHX36	170506	DHX36
ENSG00000196549	MME	4311	MME
ENSG00000114805	PLCH1	23007	PLCH1
ENSG00000174928	C3orf33	285315	C3orf33
ENSG00000169359	SLC33A1	9197	SLC33A1
ENSG00000163655	GMPS	8833	GMPS
ENSG00000114850	SSR3	6747	SSR3
ENSG00000163659	TIPARP	25976	TIPARP
ENSG00000230457	PA2G4P4	647033	PA2G4P4
ENSG00000163660	CCNL1	57018	CCNL1
ENSG00000174891	RSRC1	51319	RSRC1
ENSG00000168827	GFM1	85476	GFM1
ENSG00000079257	LXN	56925	LXN
ENSG00000272440	RP11-379F4.6		RP11-379F4.6
ENSG00000118849	RARRES1	5918	RARRES1
ENSG00000118855	MFSD1	64747	MFSD1
ENSG00000240207	RP11-379F4.4		RP11-379F4.4
ENSG00000279311	RP11-170K4.2		RP11-170K4.2
ENSG00000250588	IQCJ-SCHIP1	100505385	IQCJ-SCHIP1
ENSG00000068885	IFT80	57560	IFT80
ENSG00000113810	SMC4	10051	SMC4
ENSG00000213186	TRIM59	286827	TRIM59
ENSG00000186432	KPNA4	3840	KPNA4
ENSG00000238741	SCARNA7	677767	SCARNA7
ENSG00000163590	PPM1L	151742	PPM1L
ENSG00000169251	NMD3	51068	NMD3
ENSG00000269888	RP11-3P17.5		RP11-3P17.5
ENSG00000234851	RPL23AP42	647099	RPL23AP42
ENSG00000090402	SI	6476	SI
ENSG00000121871	SLITRK3	22865	SLITRK3
ENSG00000215922	AC092965.1		AC092965.1
ENSG00000114209	PDCD10	11235	PDCD10
ENSG00000241120	HMGN1P8	100874431	HMGN1P8
ENSG00000242924	RP11-298O21.6		RP11-298O21.6
ENSG00000173905	GOLIM4	27333	GOLIM4
ENSG00000085276	MECOM	2122	MECOM
ENSG00000213178	RP11-641D5.1		RP11-641D5.1
ENSG00000085274	MYNN	55892	MYNN
ENSG00000269984	RP11-362K14.5		RP11-362K14.5
ENSG00000008952	SEC62	7095	SEC62
ENSG00000240373	SEC62-AS1		SEC62-AS1
ENSG00000173890	GPR160	26996	GPR160
ENSG00000173889	PHC3	80012	PHC3
ENSG00000163558	PRKCI	5584	PRKCI
ENSG00000136603	SKIL	6498	SKIL
ENSG00000013297	CLDN11	5010	CLDN11
ENSG00000013293	SLC7A14	57709	SLC7A14
ENSG00000163581	SLC2A2	6514	SLC2A2
ENSG00000154310	TNIK	23043	TNIK
ENSG00000075651	PLD1	5337	PLD1
ENSG00000186329	TMEM212	389177	TMEM212
ENSG00000075420	FNDC3B	64778	FNDC3B
ENSG00000279862	RP11-423E7.2		RP11-423E7.2
ENSG00000121858	TNFSF10	8743	TNFSF10
ENSG00000144959	NCEH1	57552	NCEH1
ENSG00000114346	ECT2	1894	ECT2
ENSG00000177694	NAALADL2	254827	NAALADL2
ENSG00000214192	UBE2V1P2	730052	UBE2V1P2
ENSG00000177565	TBL1XR1	79718	TBL1XR1
ENSG00000231310	TBL1XR1-AS1	100874217	TBL1XR1-AS1
ENSG00000228221	LINC00578	100505566	LINC00578
ENSG00000172667	ZMAT3	64393	ZMAT3
ENSG00000121879	PIK3CA	5290	PIK3CA
ENSG00000240429	LRRFIP1P1	101290506	LRRFIP1P1
ENSG00000121864	ZNF639	51193	ZNF639
ENSG00000171109	MFN1	55669	MFN1
ENSG00000114450	GNB4	59345	GNB4
ENSG00000242539	AC007620.3		AC007620.3
ENSG00000136518	ACTL6A	86	ACTL6A
ENSG00000272660	RP11-145M9.6		RP11-145M9.6
ENSG00000136521	NDUFB5	4711	NDUFB5
ENSG00000243977	RP11-473P24.2		RP11-473P24.2
ENSG00000239774	RP11-496B10.3		RP11-496B10.3
ENSG00000163728	TTC14	151613	TTC14
ENSG00000145075	CCDC39	339829	CCDC39
ENSG00000114416	FXR1	8087	FXR1
ENSG00000205981	DNAJC19	131118	DNAJC19
ENSG00000242808	SOX2-OT	347689	SOX2-OT
ENSG00000242512	LINC01206	100996490	LINC01206
ENSG00000058063	ATP11B	23200	ATP11B
ENSG00000043093	DCUN1D1	54165	DCUN1D1
ENSG00000244346	RP11-531F16.3		RP11-531F16.3
ENSG00000078070	MCCC1	56922	MCCC1
ENSG00000053524	MCF2L2	23101	MCF2L2
ENSG00000176597	B3GNT5	84002	B3GNT5
ENSG00000201229	SNORA63	6043	SNORA63
ENSG00000172578	KLHL6	89857	KLHL6
ENSG00000114796	KLHL24	54800	KLHL24
ENSG00000163872	YEATS2	55689	YEATS2
ENSG00000175193	PARL	55486	PARL
ENSG00000114770	ABCC5	10057	ABCC5
ENSG00000223529	EEF1A1P8	389179	EEF1A1P8
ENSG00000145191	EIF2B5	8893	EIF2B5
ENSG00000161202	DVL3	1857	DVL3
ENSG00000161203	AP2M1	1173	AP2M1
ENSG00000161204	ABCF3	55324	ABCF3
ENSG00000214160	ALG3	10195	ALG3
ENSG00000175166	PSMD2	5708	PSMD2
ENSG00000114867	EIF4G1	1981	EIF4G1
ENSG00000175182	FAM131A	131408	FAM131A
ENSG00000114859	CLCN2	1181	CLCN2
ENSG00000163882	POLR2H	5437	POLR2H
ENSG00000230215	EIF2B5-AS1	100874079	EIF2B5-AS1
ENSG00000182580	EPHB3	2049	EPHB3
ENSG00000177383	MAGEF1	64110	MAGEF1
ENSG00000156931	VPS8	23355	VPS8
ENSG00000187068	C3orf70	285382	C3orf70
ENSG00000113790	EHHADH	1962	EHHADH
ENSG00000073803	MAP3K13	9175	MAP3K13
ENSG00000229638	RPL4P4	647276	RPL4P4
ENSG00000163900	TMEM41A	90407	TMEM41A
ENSG00000163898	LIPH	200879	LIPH
ENSG00000163904	SENP2	59343	SENP2
ENSG00000073792	IGF2BP2	10644	IGF2BP2
ENSG00000163915	IGF2BP2-AS1	646600	IGF2BP2-AS1
ENSG00000136527	TRA2B	6434	TRA2B
ENSG00000244405	ETV5	2119	ETV5
ENSG00000113838	TBCCD1	55171	TBCCD1
ENSG00000090520	DNAJB11	51726	DNAJB11
ENSG00000197099	RP11-573D15.8		RP11-573D15.8
ENSG00000275696	Metazoa_SRP		Metazoa_SRP
ENSG00000226652	PSMD10P2	280644	PSMD10P2
ENSG00000156976	EIF4A2	1974	EIF4A2
ENSG00000200320	SNORA63	6043	SNORA63
ENSG00000163918	RFC4	5984	RFC4
ENSG00000232233	RP11-573D15.2		RP11-573D15.2
ENSG00000073849	ST6GAL1	6480	ST6GAL1
ENSG00000163923	RPL39L	116832	RPL39L
ENSG00000127241	MASP1	5648	MASP1
ENSG00000157005	SST	6750	SST
ENSG00000113916	BCL6	604	BCL6
ENSG00000145012	LPP	4026	LPP
ENSG00000279891	FLJ42393	401105	FLJ42393
ENSG00000090530	P3H2	55214	P3H2
ENSG00000225764	P3H2-AS1	101929152	P3H2-AS1
ENSG00000196083	IL1RAP	3556	IL1RAP
ENSG00000188958	UTS2B	257313	UTS2B
ENSG00000152492	CCDC50	152137	CCDC50
ENSG00000232353	RP11-655G22.1		RP11-655G22.1
ENSG00000225473	ATP13A4-AS1	101929198	ATP13A4-AS1
ENSG00000198836	OPA1	4976	OPA1
ENSG00000114315	HES1	3280	HES1
ENSG00000133657	ATP13A3	79572	ATP13A3
ENSG00000145014	TMEM44	93109	TMEM44
ENSG00000041802	LSG1	55341	LSG1
ENSG00000230401	AC090505.4		AC090505.4
ENSG00000281397	Metazoa_SRP		Metazoa_SRP
ENSG00000114331	ACAP2	23527	ACAP2
ENSG00000184203	PPP1R2	5504	PPP1R2
ENSG00000265882	RN7SL73P		RN7SL73P
ENSG00000189058	APOD	347	APOD
ENSG00000242086	LINC00969	440993	LINC00969
ENSG00000176945	MUC20	200958	MUC20
ENSG00000145113	MUC4	4585	MUC4
ENSG00000260261	RP11-480A16.1		RP11-480A16.1
ENSG00000185485	SDHAP1	255812	SDHAP1
ENSG00000072274	TFRC	7037	TFRC
ENSG00000163959	SLC51A	200931	SLC51A
ENSG00000161217	PCYT1A	5130	PCYT1A
ENSG00000228028	AC069257.8		AC069257.8
ENSG00000163960	UBXN7	26043	UBXN7
ENSG00000163961	RNF168	165918	RNF168
ENSG00000213358	AC092933.4		AC092933.4
ENSG00000185798	WDR53	348793	WDR53
ENSG00000163964	PIGX	54965	PIGX
ENSG00000180370	PAK2	5062	PAK2
ENSG00000119231	SENP5	205564	SENP5
ENSG00000230732	AC127904.2		AC127904.2
ENSG00000114503	NCBP2	22916	NCBP2
ENSG00000075711	DLG1	1739	DLG1
ENSG00000161267	BDH1	622	BDH1
ENSG00000214135	AC024560.3		AC024560.3
ENSG00000145016	RUBCN		RUBCN
ENSG00000122068	FYTTD1	84248	FYTTD1
ENSG00000186001	LRCH3	84859	LRCH3
ENSG00000234742	AC144530.1		AC144530.1
ENSG00000114473	IQCG	84223	IQCG
ENSG00000182899	RPL35A	6165	RPL35A
ENSG00000185621	LMLN	89782	LMLN
ENSG00000272602	ZNF595	152687	ZNF595
ENSG00000131127	ZNF141	7700	ZNF141
ENSG00000281016	RP11-2H3.7		RP11-2H3.7
ENSG00000182903	ZNF721	170960	ZNF721
ENSG00000174227	PIGG	54872	PIGG
ENSG00000169020	ATP5I	521	ATP5I
ENSG00000215375	MYL5	4636	MYL5
ENSG00000185619	PCGF3	10336	PCGF3
ENSG00000272588	RP11-440L14.4		RP11-440L14.4
ENSG00000249592	RP11-440L14.1		RP11-440L14.1
ENSG00000178950	GAK	2580	GAK
ENSG00000127419	TMEM175	84286	TMEM175
ENSG00000145214	DGKQ	1609	DGKQ
ENSG00000127418	FGFRL1	53834	FGFRL1
ENSG00000159674	SPON2	10417	SPON2
ENSG00000159692	CTBP1	1487	CTBP1
ENSG00000196810	CTBP1-AS2	92070	CTBP1-AS2
ENSG00000090316	MAEA	10296	MAEA
ENSG00000163945	UVSSA	57654	UVSSA
ENSG00000179979	CRIPAK	285464	CRIPAK
ENSG00000163950	SLBP	7884	SLBP
ENSG00000013810	TACC3	10460	TACC3
ENSG00000168924	LETM1	3954	LETM1
ENSG00000109685	WHSC1	7468	WHSC1
ENSG00000185049	NELFA	7469	NELFA
ENSG00000214367	HAUS3	79441	HAUS3
ENSG00000123933	MXD4	10608	MXD4
ENSG00000159733	ZFYVE28	57732	ZFYVE28
ENSG00000063978	RNF4	6047	RNF4
ENSG00000251229	RP11-503N18.5		RP11-503N18.5
ENSG00000125386	FAM193A	8603	FAM193A
ENSG00000168884	TNIP2	79155	TNIP2
ENSG00000087266	SH3BP2	6452	SH3BP2
ENSG00000087274	ADD1	118	ADD1
ENSG00000087269	NOP14	8602	NOP14
ENSG00000125388	GRK4	2868	GRK4
ENSG00000197386	HTT	3064	HTT
ENSG00000159788	RGS12	6002	RGS12
ENSG00000163956	LRPAP1	4043	LRPAP1
ENSG00000280230	AL590235.1		AL590235.1
ENSG00000216560	LINC00955	285492	LINC00955
ENSG00000168824	NSG1	27065	NSG1
ENSG00000168818	STX18	53407	STX18
ENSG00000247708	STX18-AS1	100507266	STX18-AS1
ENSG00000072832	CRMP1	1400	CRMP1
